movie_id,title,year,genres,avg_rating
159125,Anybody's Son Will Do,,(no genres listed),5.0
184437,Always Worthy ,2016,Comedy|Drama,5.0
184463,The Californians ,2005,Comedy|Drama,5.0
136872,Zapatlela ,1993,(no genres listed),5.0
136876,The Village Had No Walls ,1995,(no genres listed),5.0
197595,Pitbull: Last Dog ,2018,Action|Crime|Drama|Thriller,5.0
136914,RISE ,2014,Crime|Drama|Thriller,5.0
137026,Tainted Blood ,1993,Mystery|Thriller,5.0
197515,The Messenger ,2015,Drama|Horror|Mystery,5.0
136988,The Good Mistress ,2014,Drama,5.0
136992,When He Didn't Come Home ,1998,(no genres listed),5.0
197441,A Man Called Jon ,2015,Drama,5.0
184541,Planeta Petrila ,2017,Documentary,5.0
136996,The Wrong Girl ,1999,Drama|Thriller,5.0
197377,Tenacious D: Post-Apocalypto ,2018,Comedy,5.0
136998,The Wrong Girl ,2015,Drama,5.0
197355,Once Upon a Ladder ,2016,Comedy|Romance,5.0
137018,A Sister's Revenge ,2013,Drama|Mystery|Thriller,5.0
184597,Jeff Wayne's Musical Version of the War of the Worlds Alive on Stage! The New Generation ,2013,Sci-Fi,5.0
159053,In Her Line of Fire ,2006,Action|Drama|Thriller,5.0
137024,The Perfect Nanny ,2000,Thriller,5.0
137222,Boppin' at the Glue Factory ,2009,(no genres listed),5.0
185291,Lay It Down ,2001,(no genres listed),5.0
196667,Nightshift ,2018,Horror,5.0
195815,The Storyteller,,Drama,5.0
137733,Lost Time ,2014,Horror|Sci-Fi|Thriller,5.0
137743,Delivered ,2011,Action|Comedy|Crime,5.0
137769,Ink & Steel ,2014,(no genres listed),5.0
137805,5 Hour Friends ,2014,(no genres listed),5.0
185893,The Fox in the Chicken Coop ,1978,Comedy,5.0
137849,9 Full Moons ,2013,Romance,5.0
195941,Maximum Impact ,2017,Action|Comedy,5.0
137853,El camino ,2008,Drama,5.0
137964,Casualties ,1997,Drama|Thriller,5.0
185909,Richard Peter Johnson ,2015,Comedy,5.0
137972,Suicide Dolls ,2012,(no genres listed),5.0
157791,.hack Liminality In the Case of Kyoko Tohno,,(no genres listed),5.0
157789,.hack Liminality In the Case of Yuki Aihara,,(no genres listed),5.0
137998,Liberated Zone ,2003,Comedy|Drama|Romance,5.0
185873,My Christmas Prince ,2017,(no genres listed),5.0
157641,Azit the Paratrooper Dog ,1972,Adventure|Comedy,5.0
195759,"You, Me & the Circus ",2012,(no genres listed),5.0
185941,Death in the Desert ,2016,(no genres listed),5.0
157617,Desperate Teenage Lovedolls ,1984,Comedy|Drama,5.0
138008,New Year ,2011,(no genres listed),5.0
186017,Hansie ,2008,Drama,5.0
138142,Friended to Death ,2014,Comedy,5.0
138188,Roxie ,2014,(no genres listed),5.0
138196,Pretty Rosebud ,2014,(no genres listed),5.0
157615,Lovedolls Superstar ,1986,(no genres listed),5.0
138280,Plato's Reality Machine ,2013,Comedy|Drama|Sci-Fi,5.0
195641,Final Recourse ,2013,Drama|Thriller,5.0
138312,Flowerman ,2014,Drama|Romance|Thriller,5.0
137731,The Worst Year of My Life ,2015,(no genres listed),5.0
137668,The New Year ,2010,Comedy|Drama|Romance,5.0
185305,The Lullaby ,2017,Horror,5.0
137329,3 of a Kind ,2012,(no genres listed),5.0
185497,Brexitannia ,2017,Documentary,5.0
196631,Red Is the Color of ,2007,Comedy|Drama|Romance,5.0
196621,Bloody Ballet ,2018,Horror,5.0
185617,Active Adults ,2017,Comedy|Drama,5.0
137256,Missing ,2009,Thriller,5.0
185641,O Estopim ,2014,Documentary,5.0
196551,Raising Flagg ,2006,Comedy|Drama,5.0
196547,The Deerslayer ,1990,Action|Adventure|Western,5.0
158117,The Last Bullet ,1973,Action|Crime|Thriller,5.0
158115,The Duel ,1981,Action|Crime|Mystery|Thriller,5.0
137274,Wedding Palace ,2013,Comedy|Romance,5.0
158111,Revenge ,1978,Action|Crime|Thriller,5.0
137313,37 ,2014,(no genres listed),5.0
185761,Throne of Elves ,2017,Animation|Fantasy,5.0
137601,Duel of Hearts ,1992,Drama|Mystery|Romance,5.0
196483,Gypsy: Live from the Savoy Theatre ,2015,Comedy|Drama,5.0
137359,Detroit Unleaded ,2013,Comedy,5.0
137401,The Stream ,2013,Adventure|Children|Comedy,5.0
137433,Don't Pass Me By ,2013,Drama,5.0
158109,A Police Inspector Calls ,1974,Action|Crime|Thriller,5.0
137467,Once Upon a Summer ,2009,(no genres listed),5.0
196359,Ana Maria in Novela Land ,2015,Comedy|Drama|Fantasy|Romance,5.0
185797,Skyler ,2012,(no genres listed),5.0
137515,Nurse Sherri ,1978,Horror,5.0
196229,Full of Grace ,2015,Drama,5.0
137521,Girls for Rent ,1974,Crime|Drama,5.0
196131,Jake Squared ,2014,Comedy|Drama,5.0
137593,Hooligan ,1998,Action|Comedy|Crime,5.0
136728,Flutter ,2014,Drama,5.0
136714,Disciples ,2014,Horror,5.0
184293,Noise Matters ,2013,Comedy|Drama,5.0
162022,The Mill on the Floss ,1937,Drama,5.0
180663,"Goodbye, Boys! ",1964,Drama,5.0
199916,Savage ,2011,Horror|Sci-Fi|Thriller,5.0
180669,The Horse Thief ,1986,Drama,5.0
199762,Der letzte Fußgänger ,1960,Comedy,5.0
199756,Zum Teufel mit der Penne ,1968,Comedy,5.0
162364,The Valley of Light ,2007,Drama|Romance,5.0
180851,Renaldo and Clara ,1978,Drama,5.0
180913,Son of Man ,2006,Drama,5.0
133013,Temple of the White Elephant ,1964,Action|Adventure|Drama,5.0
181175,War Requiem ,1989,Drama|War,5.0
199598,In the Name of Honor ,2015,(no genres listed),5.0
133101,Desert Commandos ,1966,Adventure|Drama|War,5.0
133297,Genius on Hold ,2013,(no genres listed),5.0
133307,Time Zero: The Last Year of Polaroid Film ,2012,Documentary,5.0
200082,Palm Swings ,2017,Comedy|Drama|Romance,5.0
181263,Talon Falls ,2017,Horror,5.0
161944,The Last Brickmaker in America ,2001,Drama,5.0
199484,Toy Gun ,2018,Action|Comedy|Crime,5.0
199424,No Postage Necessary ,2018,Comedy|Drama,5.0
161902,Terror of Frankenstein ,1977,Horror|Sci-Fi,5.0
181495,The Baron Against the Demons ,2006,Action|Adventure|Fantasy,5.0
181509,Clarity ,2014,Drama,5.0
133341,The Young Nurses ,1973,(no genres listed),5.0
199325,Americana ,2016,Drama,5.0
133626,The Good Lie ,2013,Thriller,5.0
181551,"Point, Point, Comma... ",1972,Children|Comedy|Romance,5.0
199257,Raiders of San Joaquin ,1943,Western,5.0
181579,August Falls ,2017,Drama|Mystery|Thriller,5.0
200016,The Nagano Tapes ,2018,Documentary,5.0
200086,2BPerfectlyHonest ,2004,(no genres listed),5.0
199191,Bleeders ,1997,Horror|Sci-Fi,5.0
200316,First We Take Brooklyn ,2018,Crime|Drama,5.0
200650,The Big Job ,1965,Action|Comedy|Mystery,5.0
130558,Shark Kill ,1976,(no genres listed),5.0
163551,Cruel Will ,2013,Horror|Thriller,5.0
130902,The Foursome ,2007,Comedy,5.0
163404,The Curse of the Green Eyes ,1964,Horror,5.0
200562,A Fine Step ,2014,Drama,5.0
163234,Refuge ,2010,Drama|Romance,5.0
131188,A Man To Remember ,1938,Drama|Romance,5.0
180193,Podstrochnik ,2009,(no genres listed),5.0
163232,Refuge ,2013,Thriller,5.0
200360,Your Move ,2017,Action|Thriller,5.0
131628,Loaded ,2014,Comedy|Drama,5.0
131767,Boxers and Ballerinas ,2005,(no genres listed),5.0
200314,The Portuguese Kid ,2018,(no genres listed),5.0
200088,Little Loopers ,2015,(no genres listed),5.0
200312,Sharon 1.2.3. ,2018,Comedy|Romance,5.0
200296,The Control Group ,2014,Horror,5.0
200286,The Flower ,2019,Drama|Fantasy,5.0
131777,Malibu Hot Summer ,1981,(no genres listed),5.0
200204,A Good Funeral ,2009,Drama,5.0
131922,Private Duty Nurses ,1971,(no genres listed),5.0
180501,Spirit Hunters ,2012,Thriller,5.0
132124,Say Nothing ,2001,Action|Drama|Mystery|Romance|Sci-Fi|Thriller,5.0
162734,Sole Proprietor ,2016,Action|Crime|Drama,5.0
132253,Heathens and Thieves ,2012,Action|Western,5.0
162702,You Lucky Dog ,1998,(no genres listed),5.0
132321,Black Oak Conspiracy ,1977,Action|Drama,5.0
180585,The Man Who Came to Dinner ,2000,(no genres listed),5.0
133857,The Boxer ,1972,Drama|Thriller,5.0
161838,Delicious ,2013,Drama,5.0
159349,Together ,2009,Drama,5.0
160028,Colossus of the Arena ,1962,Action|Adventure|Drama,5.0
160513,$uperthief: Inside America's Biggest Bank Score ,2012,(no genres listed),5.0
183213,Durant's Never Closes ,2015,Crime|Drama,5.0
183357,Bidder 70 ,2013,(no genres listed),5.0
198529,Rag Tale ,2005,(no genres listed),5.0
198527,Drift ,2017,Drama,5.0
135222,Blue Summer ,1973,Comedy|Drama,5.0
135232,Jailbait Babysitter ,1977,Comedy,5.0
135310,The Unfaithfuls ,1953,(no genres listed),5.0
135338,Letto a Tre Piazze ,1961,Comedy,5.0
135350,Toto vs the Four ,1963,Comedy,5.0
198299,Desolation ,2018,Thriller,5.0
160195,The Oogieloves in the Big Balloon Adventure ,2012,Children,5.0
183473,Holiday Baggage ,2008,(no genres listed),5.0
160008,Moonchild ,1974,Drama|Horror|Sci-Fi,5.0
160592,Shocking Blue ,2010,Drama,5.0
183585,Emmanuelle: Queen of Sados ,1980,Crime|Drama,5.0
159904,Living on Love ,1937,Comedy|Romance,5.0
183749,Thirty Proof Coil ,2011,(no genres listed),5.0
198151,Uncharted: Drake's Fortune,,Action|Adventure,5.0
183761,The Hostage ,1967,Thriller,5.0
183763,The Painting ,2001,Drama|Romance,5.0
183789,I Know You're in There ,2016,Horror,5.0
159797,La muerte de Jaime Roldós ,2013,Documentary,5.0
198033,The Tenants ,2009,Drama,5.0
183947,NOFX Backstage Passport 2,,(no genres listed),5.0
184143,Roxy Hunter and the Myth of the Mermaid ,2008,Children|Comedy|Mystery,5.0
184145,Roxy Hunter and the Secret of the Shaman ,2008,Children|Mystery,5.0
159471,Evening's Civil Twilight in Empires of Tin ,2008,(no genres listed),5.0
160541,Apocalypse Kiss ,2014,(no genres listed),5.0
183041,Hard Drive ,2014,Drama|Romance,5.0
133943,Mankillers ,1987,(no genres listed),5.0
198841,White Room ,1990,Drama,5.0
133961,Mee-Shee: The Water Giant ,2005,Adventure|Children|Fantasy,5.0
147402,The King and Queen of Moonlight Bay ,2003,Children|Drama,5.0
161766,Sun Belt Express ,2015,Children|Comedy|Drama,5.0
134310,The Wind of Change ,1961,Drama,5.0
134346,Samay: When Time Strikes ,2003,(no genres listed),5.0
198925,Dead Cert ,2010,Action|Horror|Thriller,5.0
161470,The Far Pavilions ,1984,Drama|Romance,5.0
134387,At Ellen’s Age ,2011,Comedy|Drama,5.0
182345,Hands of a Murderer ,1990,Action|Adventure|Mystery|Thriller,5.0
198863,Secrets of the Solar System ,2015,Documentary,5.0
134433,Le nuove comiche ,1994,(no genres listed),5.0
161318,Fast Break ,1979,Comedy,5.0
182437,A Miracle on Christmas Lake,,(no genres listed),5.0
182461,No Ordinary Hero: The SuperDeafy Movie,,(no genres listed),5.0
183039,The Ganzfeld Haunting ,2014,Horror|Thriller,5.0
182589,Witchcraft 15: Blood Rose ,2017,Horror,5.0
134633,Tony 10 ,2012,Children,5.0
182657,Pale ,2016,Sci-Fi|Thriller,5.0
198755,David Attenborough's Tasmania ,2018,Documentary,5.0
182781,Amori che non sanno stare al mondo ,2017,Comedy|Drama,5.0
198727,Blood Honey ,2017,Drama|Horror|Mystery|Thriller,5.0
160970,Paradigm ,1969,(no genres listed),5.0
198699,Extraordinary ,2017,(no genres listed),5.0
160822,The Remarkable Mr. Pennypacker ,1959,Comedy,5.0
182885,Fish Don't Blink ,2002,Comedy,5.0
182923,Elder Island ,2016,Horror,5.0
160624,Big Man - An Unusual Insurance ,1988,(no genres listed),5.0
183035,The Wine of Summer ,2013,Drama,5.0
186117,Fat Pizza vs Housos ,2014,(no genres listed),5.0
195611,Undeserved ,2016,Drama,5.0
200664,Break a Leg ,2005,Comedy|Drama|Thriller,5.0
186147,The Dread ,2007,Horror|Thriller,5.0
151793,My Last Year With The Nuns ,2014,(no genres listed),5.0
151757,Fly Me ,1973,Action|Drama,5.0
189573,Freshman Father ,2010,(no genres listed),5.0
151569,The Old Fairy Tale: When the Sun Was God ,2003,Drama|Fantasy,5.0
143223,It Seemed Like a Good Idea at the Time ,1975,(no genres listed),5.0
143235,Going to the Mat ,2004,(no genres listed),5.0
189617,Soul Food Junkies ,2012,(no genres listed),5.0
192827,Jawani Phir Nahi Ani 2 ,2018,Comedy,5.0
151517,Beauty and the Breast,,(no genres listed),5.0
189683,All I Want ,2018,(no genres listed),5.0
143269,Moro Witch Doctor ,1964,(no genres listed),5.0
192723,A Free Bird ,2014,(no genres listed),5.0
192711,Misbehaviour ,2008,(no genres listed),5.0
143422,2 ,2007,Drama,5.0
151373,Streets ,2012,(no genres listed),5.0
189909,A Throw of Dice ,1929,Adventure|Drama|Romance,5.0
151367,Twisted Seduction ,2010,Comedy|Romance|Thriller,5.0
192661,"Sex, Marriage and Infidelity ",2014,(no genres listed),5.0
143567,Mining for Ruby ,2014,(no genres listed),5.0
189925,Birth As We Know It ,2006,(no genres listed),5.0
192601,Blue ,2015,Drama|Mystery|Romance,5.0
190051,Favola ,2017,Comedy,5.0
143699,Buttwhistle ,2014,Comedy|Crime|Drama|Romance,5.0
143833,The Thursday ,1964,Comedy|Drama,5.0
192501,"It’s All Right, It’s Ok ",2017,Drama,5.0
143888,Gallows Road ,2015,Drama,5.0
150766,One Track Heart: The Story of Krishna Das ,2013,Documentary,5.0
150698,Casa Amor: Exclusive for Ladies ,2015,Comedy|Romance,5.0
192419,Panic ,2016,(no genres listed),5.0
151854,Devil May Call ,2013,Horror,5.0
189397,Never Leave Alive ,2017,Action|Adventure,5.0
151989,The Thorn ,1971,Comedy,5.0
193257,Familie Brasch ,2018,Documentary,5.0
141777,White Creek ,2014,Drama|Horror|Thriller,5.0
152627,Balls to the Wall ,2011,Comedy,5.0
188983,Black Night ,2006,Drama|Horror|Sci-Fi|Thriller,5.0
193443,Wall,,(no genres listed),5.0
193435,We All Fall Down ,2016,(no genres listed),5.0
152559,Tammy and the Doctor ,1963,Comedy|Romance,5.0
141848,The Forbidden Girl ,2013,Mystery,5.0
141858,"OMG, I'm a Robot!",,(no genres listed),5.0
189073,Happily Ever After ,2016,Drama,5.0
193341,Leopard ,2016,Drama|Romance|Thriller,5.0
193309,Bar Starz ,2005,Comedy,5.0
142138,Hitler ,1962,War,5.0
142160,Carlos Spills the Beans ,2014,Children|Comedy|Drama,5.0
142216,Pourquoi Israel ,1973,Documentary,5.0
142881,Candlestick ,2014,Mystery|Thriller,5.0
142224,Club Life ,2015,Drama,5.0
142288,Giants of Rome ,1964,Action|Adventure|Drama,5.0
142438,Lake Fear ,2014,Comedy|Horror,5.0
189211,The Redeeming ,2018,Drama|Mystery|Thriller,5.0
152157,The Senior Prank ,2014,Drama,5.0
142699,Hazard Jack ,2014,Horror,5.0
193131,Mary & Tim ,1996,(no genres listed),5.0
193129,Edge of the Garden ,2011,Drama|Fantasy,5.0
142809,Hush Little Baby ,2007,Drama|Mystery|Thriller,5.0
189291,Solanin ,2010,Drama|Romance,5.0
193077,Cigarette Soup ,2017,Action,5.0
193055,Street Level ,2016,Action,5.0
193047,High Fantasy ,2017,Comedy|Drama,5.0
192415,Last Hours in Suburbia ,2012,Crime|Mystery|Thriller,5.0
192405,Cold War ,2018,Comedy|Romance,5.0
190493,Do Over ,2016,Comedy,5.0
148164,The Coca-Cola Case ,2009,Documentary,5.0
191269,March of the Penguins 2 ,2017,Documentary,5.0
191271,Underdogs ,2013,Children|Drama,5.0
148741,Neapolitan Diary ,1992,(no genres listed),5.0
145620,Samson and the Seven Miracles of the World ,1961,(no genres listed),5.0
145789,Strike Commando ,1987,Action,5.0
145863,Montana Trap ,1976,(no genres listed),5.0
148308,Cold Turkey ,2013,Drama,5.0
148298,Awaken ,2013,Drama|Romance|Sci-Fi,5.0
148278,"10,000 Days ",2014,Sci-Fi,5.0
145984,Hellmouth ,2014,(no genres listed),5.0
148264,Pastor Shepherd ,2010,Comedy,5.0
148262,Monkey Boy ,2009,Horror,5.0
148254,A Dark Place Inside,,(no genres listed),5.0
148126,Hercules vs. the Giant Warriors ,1964,Adventure,5.0
148875,Ingredients ,2009,Documentary,5.0
146487,Maciste in Hell of Genghis Khan ,1964,(no genres listed),5.0
146489,Hercules Against the Mongols ,1963,Action|Adventure|Drama,5.0
148122,Son of Hercules vs. Medusa ,1963,Adventure|Fantasy,5.0
148114,The Ties That Bind ,2015,(no genres listed),5.0
146570,Underground ,2011,Horror,5.0
148084,Emmanuelle in Soho ,1981,Drama,5.0
146676,The Scouting Book for Boys ,2009,Drama|Thriller,5.0
146810,The Story of Boys and Girls ,1989,(no genres listed),5.0
147966,Tarzan's Fight for Life ,1958,Action|Adventure,5.0
146946,The Hardy Bucks Movie ,2013,Comedy,5.0
191657,Memory Hackers ,2016,Documentary,5.0
147674,Rockabilly Zombie Weekend ,2013,Horror,5.0
147615,The Battle of Love's Return ,1971,(no genres listed),5.0
145330,Unidentified ,2006,Sci-Fi,5.0
149009,She Who Must Burn,,(no genres listed),5.0
192351,Top Secret Rosies: The Female 'Computers' of WWII ,2009,Documentary|War,5.0
191973,Tamale Road: A Memoir from El Salvador ,2012,Documentary|Drama|War,5.0
144033,The Marriage Chronicles ,2012,Comedy|Romance,5.0
144054,Asphalt Angels,,(no genres listed),5.0
150612,Rumors of Wars ,2014,Thriller,5.0
144184,Fury: The Tales of Ronan Pierce ,2014,Thriller,5.0
192229,Ctrl+Alt+Dance,,(no genres listed),5.0
144200,Lonely Boy ,2013,Comedy|Drama,5.0
144208,Bicycle Dreams ,2009,Adventure|Documentary,5.0
149879,Aschenputtel ,2010,Children|Fantasy,5.0
192089,"National Theatre Live: One Man, Two Guvnors ",2011,Comedy,5.0
149850,"Another Time, Another Place ",1983,Drama,5.0
190777,Criticsized ,2016,Crime|Thriller,5.0
190785,The Portal ,2010,Horror,5.0
149454,Ghost ,2010,Drama|Fantasy|Mystery,5.0
191927,Shadow of Fear ,2004,Thriller,5.0
191219,Céline ,1992,Drama,5.0
191923,All Wifed Out ,2013,Comedy|Romance,5.0
144918,Pope John Paul II ,2005,Drama,5.0
191887,No Solicitors ,2015,(no genres listed),5.0
191043,Detective Conan: Kudo Shinichi's Written Challenge ,2006,Mystery,5.0
149268,The Pied Piper ,1942,(no genres listed),5.0
191107,West of Her ,2016,Drama,5.0
191801,Del Playa ,2015,Horror|Thriller,5.0
191111,The Drifter ,2017,(no genres listed),5.0
191123,Dark Harvest ,2016,Crime|Drama|Thriller,5.0
145060,Tales From the Dark 1 ,2013,Horror,5.0
191131,Girls Like Magic ,2017,Comedy|Romance,5.0
149210,La Cambiale ,1959,Comedy,5.0
145232,Million Dollar Crocodile ,2012,Crime|Drama|Horror|Thriller,5.0
193529,Traces of Smoke ,1992,(no genres listed),5.0
188927,Murder Capital of the World ,2012,Documentary,5.0
188925,8 Murders a Day ,2011,(no genres listed),5.0
155923,Sing ,1989,(no genres listed),5.0
139000,Rabid Love ,2013,(no genres listed),5.0
139008,Beauty and the Least ,2012,Drama|Romance,5.0
186917,In Search of Balance ,2016,Documentary,5.0
156307,Pardon My Sarong ,1942,Comedy,5.0
186989,Secrets in the Fall,,(no genres listed),5.0
156305,Keep 'Em Flying ,1941,Comedy|War,5.0
156063,"Dance With Me, Henry ",1956,Comedy,5.0
139185,A Girl Called Jules ,1970,Drama,5.0
155996,Alex: The Life of a Child ,1986,Drama,5.0
139279,Slow Jam King ,2004,Comedy,5.0
187205,Blind Turn ,2012,Drama|Mystery|Thriller,5.0
139289,The Shattering ,2015,Horror,5.0
139295,The Movie Out Here ,2012,Comedy,5.0
195021,Mad World ,2018,Sci-Fi,5.0
138982,Mysteria ,2011,Action|Mystery,5.0
195003,Shattered ,2017,Drama,5.0
194997,The Last Witness ,2018,Thriller,5.0
139363,Chavez Cage of Glory ,2013,Action|Drama,5.0
194995,Spitfire ,2018,Documentary,5.0
194961,Joe & Caspar Hit the Road ,2015,Comedy,5.0
139367,My Trip Back to the Dark Side ,2014,Crime|Thriller,5.0
139393,Hell's Angels '69 ,1969,Action|Adventure|Crime|Thriller,5.0
139453,Hide ,2011,Horror,5.0
139473,Lost Woods ,2012,Action|Horror|Sci-Fi|Thriller,5.0
187483,Spreading Darkness ,2017,Comedy|Crime|Drama|Fantasy|Mystery|Thriller,5.0
139475,Psychophony ,2013,Mystery|Thriller,5.0
194941,Solitary ,2016,Documentary,5.0
139491,Sweet Kill ,1972,Horror|Thriller,5.0
138984,The Deported ,2010,Children|Comedy,5.0
138974,A Love Affair of Sorts ,2011,Drama|Romance,5.0
139551,Hitting the Cycle ,2012,Drama,5.0
186485,Newly Single ,2017,(no genres listed),5.0
195549,The Monster of Phantom Lake ,2006,Comedy|Horror,5.0
138368,The Landlords ,2012,Drama,5.0
157579,Burnout ,1979,Action|Drama,5.0
186233,The Scavengers ,1970,Drama,5.0
138506,American Bully ,2009,Crime|Drama|Thriller,5.0
195409,Loss Prevention ,2015,Action,5.0
186309,Naked Ambition 3D ,2014,Comedy,5.0
195369,Reich ,2001,Action,5.0
138554,The Human Trace ,2008,Thriller,5.0
195333,Tiger Boy ,2012,Drama,5.0
195331,Basette ,2008,(no genres listed),5.0
195313,Conspiracy Theory ,2016,Horror|Sci-Fi|Thriller,5.0
157116,"Ich Chef, Du Turnschuh ",1998,Comedy|Drama,5.0
156954,Don't Let the Angels Fall ,1969,(no genres listed),5.0
138925,Dark Asylum ,2001,Horror|Thriller,5.0
186535,The Brooklyn Banker ,2016,Action|Crime|Drama,5.0
186547,Model Minority ,2012,Drama,5.0
156738,Yasmine ,2014,Action,5.0
195215,After the Sun Fell ,2017,Drama,5.0
195211,Junk ,2012,Comedy,5.0
186625,Game of Aces ,2016,Action|Adventure|War,5.0
156414,Life Even Looks Like a Party ,2009,Documentary,5.0
156321,Lost in Alaska ,1952,Comedy,5.0
138734,Blind Man ,2007,(no genres listed),5.0
156319,Buck Privates Come Home ,1947,Comedy,5.0
138772,As Night Comes ,2014,Crime|Drama,5.0
156309,It Ain't Hay ,1943,Comedy,5.0
186867,Vegan 2017 ,2017,Documentary,5.0
139547,Placebo: Soulmates Never Die: Live in Paris 2003 ,2004,(no genres listed),5.0
139565,Santorini Blue ,2013,(no genres listed),5.0
141578,Gang War ,1958,Crime,5.0
188685,Nordexpressen ,1992,Action|Comedy,5.0
194248,The Business of Amateurs ,2016,Documentary,5.0
188153,The Undefeated ,2000,Drama|War,5.0
154154,Shor in the City ,2011,Crime|Drama,5.0
194066,The Revolution That Wasn't ,2008,(no genres listed),5.0
140463,I Spy Returns ,1994,Action|Adventure|Comedy,5.0
140633,Another World ,2014,Documentary,5.0
193972,Two for Joy ,2018,Drama,5.0
193964,The Jade Pendant ,2017,Drama,5.0
188529,Unarmed Verses ,2017,Documentary,5.0
140761,The Biggest Fan ,2002,Comedy|Romance,5.0
188547,Horror Stories 2 ,2013,Horror|Thriller,5.0
188573,Judy ,2014,Horror|Thriller,5.0
188611,The Wicked ,2014,Horror,5.0
188705,Girl in the Bunker ,2018,Drama,5.0
140369,War Arrow ,1954,Adventure|Drama|Romance|War|Western,5.0
193795,Forgiving the Franklins ,2006,Comedy|Drama|Romance,5.0
141064,Uomo e galantuomo ,1975,Comedy,5.0
193727,Still Burning ,2016,Drama,5.0
152765,Please Kill Mr. Know It All ,2013,Comedy|Crime|Romance,5.0
193701,American Shaolin ,1992,Action,5.0
141275,Hendrix ,2000,Drama,5.0
141297,Out on a Limb ,1987,(no genres listed),5.0
141313,Tarzan's Hidden Jungle ,1955,Action|Adventure|Drama|Romance,5.0
152763,Please Subscribe ,2013,(no genres listed),5.0
152711,Who Killed Chea Vichea? ,2010,Documentary,5.0
152670,Lord Montagu ,2013,Documentary,5.0
141483,Lost Rivers ,2013,Documentary,5.0
141575,Everyday Black Man ,2011,Drama,5.0
140377,About Sarah,,Drama,5.0
154686,...E fuori nevica! ,2014,Comedy,5.0
194889,Teenage Superstars ,2017,Documentary,5.0
139952,Torno a vivere da solo ,2008,Comedy,5.0
139571,"Small, Beautifully Moving Parts ",2012,Comedy,5.0
187581,Ambrosia ,2012,Drama,5.0
194789,The End of Meat ,2017,Documentary,5.0
194779,An American in Texas ,2017,Drama,5.0
139661,Chlorine ,2014,Comedy|Drama,5.0
194777,The House of Violent Desire ,2017,Horror|Mystery|Thriller,5.0
187605,Kryptonite! ,2011,Comedy|Drama,5.0
194752,Ready to Run ,2000,Children,5.0
187609,Amore a prima vista ,1999,Drama|Thriller,5.0
155629,You Must Be Joking ,2014,Comedy,5.0
139703,Mona ,2012,Drama|Fantasy|Mystery,5.0
139773,The Burning Dead ,2015,Horror,5.0
155364,All Hell Breaks Loose ,2014,Action|Horror,5.0
140014,Brother's Keeper ,2013,Drama,5.0
194270,Bloodrunners ,2017,Crime|Horror,5.0
140192,Targeting ,2015,(no genres listed),5.0
187947,Finger of God ,2007,Documentary,5.0
187949,Furious Love ,2010,Documentary,5.0
194434,Adrenaline ,1990,(no genres listed),5.0
187951,Father of Lights ,2012,Documentary,5.0
140216,Removal ,2010,Thriller,5.0
194334,Les Luthiers: El Grosso Concerto ,2001,(no genres listed),5.0
187967,Miss Dial ,2013,Comedy,5.0
140273,The Scarlet Worm ,2011,Western,5.0
